filename,width,height,class,xmin,ymin,xmax,ymax
image_000100_1.jpg,1024,1024,track,330,0,356,17
image_000100_1.jpg,1024,1024,track,973,666,993,684
image_000100_1.jpg,1024,1024,track,533,116,569,153
image_000100_1.jpg,1024,1024,track,412,19,430,44
image_000100_1.jpg,1024,1024,track,468,51,495,76
image_000100_1.jpg,1024,1024,track,503,117,524,137
image_000100_1.jpg,1024,1024,track,658,252,681,269
image_000100_1.jpg,1024,1024,track,677,292,696,316
image_000100_1.jpg,1024,1024,track,720,342,742,358
image_000100_1.jpg,1024,1024,track,795,371,813,388
image_000100_1.jpg,1024,1024,track,767,393,786,411
image_000100_1.jpg,1024,1024,track,877,455,898,472
image_000100_1.jpg,1024,1024,track,956,526,976,548
image_000100_1.jpg,1024,1024,track,920,540,936,560
image_000100_1.jpg,1024,1024,track,736,344,758,362
image_000100_10.jpg,1024,1024,track,0,938,4,962
image_000100_10.jpg,1024,1024,track,145,852,161,871
image_000100_10.jpg,1024,1024,track,2,553,22,573
image_000100_10.jpg,1024,1024,track,238,0,269,10
image_000100_10.jpg,1024,1024,track,194,835,212,858
image_000100_10.jpg,1024,1024,track,0,522,13,542
image_000100_10.jpg,1024,1024,track,35,564,54,584
image_000100_10.jpg,1024,1024,track,69,628,86,651
image_000100_10.jpg,1024,1024,track,150,721,165,740
image_000100_10.jpg,1024,1024,track,123,711,143,730
image_000100_10.jpg,1024,1024,track,220,937,233,958
image_000100_10.jpg,1024,1024,track,226,993,239,1016
image_000100_10.jpg,1024,1024,track,161,789,181,809
image_000100_15.jpg,1024,1024,track,461,107,479,131
image_000100_15.jpg,1024,1024,track,527,31,548,52
image_000100_15.jpg,1024,1024,track,940,149,964,161
image_000100_15.jpg,1024,1024,track,798,185,815,204
image_000100_15.jpg,1024,1024,track,910,202,935,215
image_000100_15.jpg,1024,1024,track,893,63,919,81
image_000100_15.jpg,1024,1024,track,885,85,910,100
image_000100_15.jpg,1024,1024,track,623,73,647,84
image_000100_15.jpg,1024,1024,track,851,155,875,168
image_000100_15.jpg,1024,1024,track,634,57,656,70
image_000100_15.jpg,1024,1024,track,861,128,887,143
image_000100_15.jpg,1024,1024,track,601,269,614,292
image_000100_15.jpg,1024,1024,track,769,202,788,213
image_000100_15.jpg,1024,1024,track,773,192,792,206
image_000100_15.jpg,1024,1024,track,861,110,896,130
image_000100_15.jpg,1024,1024,track,589,268,603,292
image_000100_15.jpg,1024,1024,track,832,0,856,9
image_000100_15.jpg,1024,1024,track,944,139,970,154
image_000100_15.jpg,1024,1024,track,843,164,870,179
image_000100_15.jpg,1024,1024,track,907,212,933,224
image_000100_16.jpg,1024,1024,track,918,0,948,18
image_000100_16.jpg,1024,1024,track,335,94,350,115
image_000100_16.jpg,1024,1024,track,0,149,20,161
image_000100_16.jpg,1024,1024,track,230,134,251,156
image_000100_16.jpg,1024,1024,track,370,199,389,219
image_000100_16.jpg,1024,1024,track,90,190,108,211
image_000100_16.jpg,1024,1024,track,184,31,199,55
image_000100_16.jpg,1024,1024,track,376,206,399,224
image_000100_16.jpg,1024,1024,track,308,106,324,128
image_000100_16.jpg,1024,1024,track,650,56,667,78
image_000100_16.jpg,1024,1024,track,0,139,26,154
image_000100_16.jpg,1024,1024,track,331,261,349,282
image_000100_16.jpg,1024,1024,track,335,191,351,212
image_000100_17.jpg,1024,1024,track,0,0,4,18
image_000100_17.jpg,1024,1024,track,120,226,134,250
image_000100_17.jpg,1024,1024,track,202,328,217,357
image_000100_17.jpg,1024,1024,track,206,96,222,119
image_000100_17.jpg,1024,1024,track,220,0,233,14
image_000100_17.jpg,1024,1024,track,226,49,239,72
image_000100_17.jpg,1024,1024,track,222,113,236,133
image_000100_17.jpg,1024,1024,track,195,212,211,231
image_000100_17.jpg,1024,1024,track,218,168,233,190
image_000100_2.jpg,1024,1024,track,29,666,49,684
image_000100_2.jpg,1024,1024,track,590,936,610,954
image_000100_2.jpg,1024,1024,track,435,829,460,847
image_000100_2.jpg,1024,1024,track,12,526,32,548
image_000100_2.jpg,1024,1024,track,106,606,128,624
image_000100_2.jpg,1024,1024,track,316,746,337,761
image_000100_2.jpg,1024,1024,track,689,1013,709,1023
image_000100_2.jpg,1024,1024,track,276,868,295,887
image_000100_2.jpg,1024,1024,track,337,927,361,943
image_000100_2.jpg,1024,1024,track,404,989,425,1004
image_000100_2.jpg,1024,1024,track,461,1023,481,1023
image_000100_2.jpg,1024,1024,track,760,658,789,673
image_000100_2.jpg,1024,1024,track,746,704,773,718
image_000100_3.jpg,1024,1024,track,218,903,264,940
image_000100_3.jpg,1024,1024,track,238,931,269,954
image_000100_3.jpg,1024,1024,track,314,863,341,881
image_000100_8.jpg,1024,1024,track,527,975,548,996
image_000100_8.jpg,1024,1024,track,992,694,1015,710
image_000100_8.jpg,1024,1024,track,893,1007,919,1023
image_000100_8.jpg,1024,1024,track,917,920,941,934
image_000100_8.jpg,1024,1024,track,769,886,793,910
image_000100_8.jpg,1024,1024,track,623,1017,647,1023
image_000100_8.jpg,1024,1024,track,634,1001,656,1014
image_000100_8.jpg,1024,1024,track,832,883,856,907
image_000100_8.jpg,1024,1024,track,833,905,859,921
image_000100_8.jpg,1024,1024,track,711,532,730,551
image_000100_8.jpg,1024,1024,track,832,939,856,953
image_000100_8.jpg,1024,1024,track,730,851,757,872
image_000100_8.jpg,1024,1024,track,918,911,942,926
image_000100_8.jpg,1024,1024,track,701,867,723,882
image_000100_8.jpg,1024,1024,track,787,880,811,899
image_000100_9.jpg,1024,1024,track,737,862,768,880
image_000100_9.jpg,1024,1024,track,918,938,948,962
image_000100_9.jpg,1024,1024,track,590,0,610,10
image_000100_9.jpg,1024,1024,track,873,460,893,479
image_000100_9.jpg,1024,1024,track,946,553,966,573
image_000100_9.jpg,1024,1024,track,689,69,709,89
image_000100_9.jpg,1024,1024,track,404,45,425,60
image_000100_9.jpg,1024,1024,track,446,88,464,103
image_000100_9.jpg,1024,1024,track,636,261,653,277
image_000100_9.jpg,1024,1024,track,461,79,481,96
image_000100_9.jpg,1024,1024,track,540,155,562,172
image_000100_9.jpg,1024,1024,track,666,268,686,285
image_000100_9.jpg,1024,1024,track,703,322,727,340
image_000100_9.jpg,1024,1024,track,771,364,792,382
image_000100_9.jpg,1024,1024,track,782,397,805,414
image_000100_9.jpg,1024,1024,track,872,483,895,498
image_000100_9.jpg,1024,1024,track,939,522,957,542
image_000100_9.jpg,1024,1024,track,979,564,998,584
image_000100_9.jpg,1024,1024,track,1013,628,1023,651
image_000100_9.jpg,1024,1024,track,272,609,296,630
image_000100_9.jpg,1024,1024,track,297,633,320,650
image_000100_9.jpg,1024,1024,track,317,647,338,667
image_000100_9.jpg,1024,1024,track,338,670,355,687
image_000100_9.jpg,1024,1024,track,48,694,71,710
image_000100_9.jpg,1024,1024,track,810,214,844,237
image_000100_9.jpg,1024,1024,track,914,139,940,160
image_000100_9.jpg,1024,1024,track,184,975,199,999
image_000100_9.jpg,1024,1024,track,650,1000,667,1022
image_000100_9.jpg,1024,1024,track,570,901,589,919
image_000100_9.jpg,1024,1024,track,321,748,346,765
image_000101_1.jpg,1024,1024,track,365,34,391,56
image_000101_1.jpg,1024,1024,track,1022,706,1023,724
image_000101_1.jpg,1024,1024,track,481,65,517,102
image_000101_1.jpg,1024,1024,track,416,0,443,24
image_000101_1.jpg,1024,1024,track,453,65,474,85
image_000101_1.jpg,1024,1024,track,610,203,633,220
image_000101_1.jpg,1024,1024,track,630,243,649,267
image_000101_1.jpg,1024,1024,track,674,289,696,305
image_000101_1.jpg,1024,1024,track,754,337,772,354
image_000101_1.jpg,1024,1024,track,717,344,736,362
image_000101_1.jpg,1024,1024,track,838,414,859,431
image_000101_1.jpg,1024,1024,track,915,486,935,508
image_000101_1.jpg,1024,1024,track,1005,571,1023,589
image_000101_1.jpg,1024,1024,track,872,490,888,510
image_000101_1.jpg,1024,1024,track,686,287,708,305
image_000101_10.jpg,1024,1024,track,20,975,50,999
image_000101_10.jpg,1024,1024,track,164,919,180,938
image_000101_10.jpg,1024,1024,track,176,0,222,23
image_000101_10.jpg,1024,1024,track,185,19,216,42
image_000101_10.jpg,1024,1024,track,176,781,194,804
image_000101_10.jpg,1024,1024,track,207,977,223,1000
image_000101_10.jpg,1024,1024,track,0,519,9,539
image_000101_10.jpg,1024,1024,track,32,578,49,601
image_000101_10.jpg,1024,1024,track,121,671,136,690
image_000101_10.jpg,1024,1024,track,89,660,109,679
image_000101_10.jpg,1024,1024,track,210,884,226,905
image_000101_10.jpg,1024,1024,track,220,939,233,962
image_000101_10.jpg,1024,1024,track,131,731,151,751
image_000101_10.jpg,1024,1024,track,226,1001,240,1021
image_000101_15.jpg,1024,1024,track,444,138,466,162
image_000101_15.jpg,1024,1024,track,538,14,556,35
image_000101_15.jpg,1024,1024,track,940,148,964,160
image_000101_15.jpg,1024,1024,track,804,175,821,194
image_000101_15.jpg,1024,1024,track,910,202,935,215
image_000101_15.jpg,1024,1024,track,893,61,919,79
image_000101_15.jpg,1024,1024,track,885,83,910,98
image_000101_15.jpg,1024,1024,track,624,75,648,86
image_000101_15.jpg,1024,1024,track,851,153,875,166
image_000101_15.jpg,1024,1024,track,634,56,656,70
image_000101_15.jpg,1024,1024,track,862,127,888,142
image_000101_15.jpg,1024,1024,track,601,267,614,290
image_000101_15.jpg,1024,1024,track,770,200,789,211
image_000101_15.jpg,1024,1024,track,773,191,792,205
image_000101_15.jpg,1024,1024,track,861,109,896,129
image_000101_15.jpg,1024,1024,track,588,267,602,291
image_000101_15.jpg,1024,1024,track,833,0,857,8
image_000101_15.jpg,1024,1024,track,944,138,970,153
image_000101_15.jpg,1024,1024,track,843,162,870,177
image_000101_15.jpg,1024,1024,track,908,212,934,224
image_000101_16.jpg,1024,1024,track,964,31,994,55
image_000101_16.jpg,1024,1024,track,335,94,350,115
image_000101_16.jpg,1024,1024,track,0,148,20,160
image_000101_16.jpg,1024,1024,track,230,132,250,158
image_000101_16.jpg,1024,1024,track,370,198,389,218
image_000101_16.jpg,1024,1024,track,89,191,107,212
image_000101_16.jpg,1024,1024,track,184,30,199,54
image_000101_16.jpg,1024,1024,track,376,204,399,222
image_000101_16.jpg,1024,1024,track,307,104,323,126
image_000101_16.jpg,1024,1024,track,650,55,667,77
image_000101_16.jpg,1024,1024,track,0,138,26,153
image_000101_16.jpg,1024,1024,track,331,260,349,281
image_000101_16.jpg,1024,1024,track,335,190,351,211
image_000101_17.jpg,1024,1024,track,20,31,50,55
image_000101_17.jpg,1024,1024,track,123,280,137,304
image_000101_17.jpg,1024,1024,track,207,273,222,302
image_000101_17.jpg,1024,1024,track,199,371,216,395
image_000101_17.jpg,1024,1024,track,207,33,223,56
image_000101_17.jpg,1024,1024,track,220,0,233,18
image_000101_17.jpg,1024,1024,track,226,57,240,77
image_000101_17.jpg,1024,1024,track,201,149,217,168
image_000101_17.jpg,1024,1024,track,222,113,237,135
image_000101_2.jpg,1024,1024,track,78,706,98,724
image_000101_2.jpg,1024,1024,track,552,907,572,925
image_000101_2.jpg,1024,1024,track,380,790,405,808
image_000101_2.jpg,1024,1024,track,61,571,83,589
image_000101_2.jpg,1024,1024,track,270,714,291,729
image_000101_2.jpg,1024,1024,track,658,986,678,1006
image_000101_2.jpg,1024,1024,track,221,814,240,833
image_000101_2.jpg,1024,1024,track,284,873,303,893
image_000101_2.jpg,1024,1024,track,351,941,372,956
image_000101_2.jpg,1024,1024,track,391,978,409,993
image_000101_2.jpg,1024,1024,track,405,972,425,989
image_000101_2.jpg,1024,1024,track,760,656,789,671
image_000101_2.jpg,1024,1024,track,746,702,773,716
image_000101_3.jpg,1024,1024,track,176,930,222,967
image_000101_3.jpg,1024,1024,track,185,963,216,986
image_000101_3.jpg,1024,1024,track,269,889,296,912
image_000101_3.jpg,1024,1024,track,355,857,388,878
image_000101_8.jpg,1024,1024,track,538,958,556,979
image_000101_8.jpg,1024,1024,track,893,1005,919,1023
image_000101_8.jpg,1024,1024,track,919,919,943,933
image_000101_8.jpg,1024,1024,track,770,886,794,910
image_000101_8.jpg,1024,1024,track,624,1019,648,1023
image_000101_8.jpg,1024,1024,track,634,1000,656,1014
image_000101_8.jpg,1024,1024,track,831,885,855,909
image_000101_8.jpg,1024,1024,track,833,905,859,921
image_000101_8.jpg,1024,1024,track,711,531,730,550
image_000101_8.jpg,1024,1024,track,833,938,857,952
image_000101_8.jpg,1024,1024,track,731,850,758,871
image_000101_8.jpg,1024,1024,track,919,910,943,925
image_000101_8.jpg,1024,1024,track,704,868,726,883
image_000101_8.jpg,1024,1024,track,787,879,811,898
image_000101_9.jpg,1024,1024,track,799,877,830,895
image_000101_9.jpg,1024,1024,track,964,975,994,999
image_000101_9.jpg,1024,1024,track,824,415,844,434
image_000101_9.jpg,1024,1024,track,903,509,923,529
image_000101_9.jpg,1024,1024,track,658,42,678,62
image_000101_9.jpg,1024,1024,track,351,0,372,12
image_000101_9.jpg,1024,1024,track,391,34,409,49
image_000101_9.jpg,1024,1024,track,586,215,603,231
image_000101_9.jpg,1024,1024,track,405,28,425,45
image_000101_9.jpg,1024,1024,track,485,108,507,125
image_000101_9.jpg,1024,1024,track,610,216,630,233
image_000101_9.jpg,1024,1024,track,649,273,673,291
image_000101_9.jpg,1024,1024,track,722,318,743,336
image_000101_9.jpg,1024,1024,track,732,348,755,365
image_000101_9.jpg,1024,1024,track,821,436,844,451
image_000101_9.jpg,1024,1024,track,893,475,911,495
image_000101_9.jpg,1024,1024,track,934,519,953,539
image_000101_9.jpg,1024,1024,track,976,578,993,601
image_000101_9.jpg,1024,1024,track,272,608,296,629
image_000101_9.jpg,1024,1024,track,295,634,318,651
image_000101_9.jpg,1024,1024,track,316,646,337,666
image_000101_9.jpg,1024,1024,track,337,669,354,686
image_000101_9.jpg,1024,1024,track,87,678,110,694
image_000101_9.jpg,1024,1024,track,762,242,796,265
image_000101_9.jpg,1024,1024,track,866,170,892,191
image_000101_9.jpg,1024,1024,track,184,974,199,998
image_000101_9.jpg,1024,1024,track,650,999,667,1021
image_000101_9.jpg,1024,1024,track,571,901,590,919
image_000101_9.jpg,1024,1024,track,321,747,346,764
image_000102_1.jpg,1024,1024,track,405,73,431,95
image_000102_1.jpg,1024,1024,track,434,12,470,49
image_000102_1.jpg,1024,1024,track,403,13,424,33
image_000102_1.jpg,1024,1024,track,565,156,588,173
image_000102_1.jpg,1024,1024,track,583,194,602,218
image_000102_1.jpg,1024,1024,track,629,238,651,254
image_000102_1.jpg,1024,1024,track,711,298,729,315
image_000102_1.jpg,1024,1024,track,667,291,686,309
image_000102_1.jpg,1024,1024,track,801,373,822,390
image_000102_1.jpg,1024,1024,track,870,442,890,464
image_000102_1.jpg,1024,1024,track,960,534,982,552
image_000102_1.jpg,1024,1024,track,820,436,836,456
image_000102_1.jpg,1024,1024,track,641,235,663,253
image_000102_10.jpg,1024,1024,track,55,1015,81,1023
image_000102_10.jpg,1024,1024,track,175,987,191,1006
image_000102_10.jpg,1024,1024,track,130,14,176,51
image_000102_10.jpg,1024,1024,track,123,57,154,80
image_000102_10.jpg,1024,1024,track,156,728,174,751
image_000102_10.jpg,1024,1024,track,200,917,216,940
image_000102_10.jpg,1024,1024,track,0,535,3,554
image_000102_10.jpg,1024,1024,track,87,621,102,640
image_000102_10.jpg,1024,1024,track,50,606,70,625
image_000102_10.jpg,1024,1024,track,197,830,213,851
image_000102_10.jpg,1024,1024,track,215,888,228,911
image_000102_10.jpg,1024,1024,track,101,676,121,696
image_000102_10.jpg,1024,1024,track,222,946,236,966
image_000102_10.jpg,1024,1024,track,223,1002,238,1023
image_000102_15.jpg,1024,1024,track,429,166,451,190
image_000102_15.jpg,1024,1024,track,544,0,562,16
image_000102_15.jpg,1024,1024,track,941,150,965,162
image_000102_15.jpg,1024,1024,track,808,165,825,184
image_000102_15.jpg,1024,1024,track,911,204,936,217
image_000102_15.jpg,1024,1024,track,893,63,919,81
image_000102_15.jpg,1024,1024,track,885,85,910,100
image_000102_15.jpg,1024,1024,track,624,77,648,88
image_000102_15.jpg,1024,1024,track,852,155,876,168
image_000102_15.jpg,1024,1024,track,634,58,656,72
